,text,sentiment
8919,Why is no one taking this seriously??!! #GOPDebate,Neutral
8920,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
8921,"I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",Negative
8922,@realDonaldTrump has never given me money either but I would take it..I would be stupid not to #GOPDebate #p2 #tcot,Neutral
8923,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
8924,RT @llaughlin: So Trump is rich? #GOPDebates,Neutral
8925,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
8926,I'm back at the perfect time! Talking #GOPDebate tonight at 8pm!! http://t.co/z5YujsUjmg @Newsradio1025,Neutral
8927,Missed both #GOPDebates. Although I do not feel I missed much except for @CarlyFiorina,Negative
8928,I've seen more substance in a Michael Bay film than the whole entire #GOPDebate,Negative
8929,RT @KellyAnnBraun: OHHHHHHHH F*CK......Bush lies soooo bad.....sorry cussing now----#GOPDebates beating the UNIONS of F*****CCCKKK Noo I kn…,Negative
8930,RT @Rambobiggs: Jeb Bush Sucks #GOPDebate,Negative
8931,Everybody's talking about the #gopdebate and im just here like.... raise! #poker #debatewinner #ALLIN #junkies http://t.co/0kRUoTtxSW,Neutral
8932,"Megyn Kelly to Trump: ""Why you here?"" #GOPDebates",Neutral
8933,"RT @TheDailyEdge: Megyn Kelly: ""It's over!""
Ben Carson: ""I guess so. But I gave it a shot""
#GOPDebate",Neutral
8934,"RT @SupermanHotMale: Scott Walker: Don't do business with Iran, just the crooked Koch Brothers... Way to go Dickhead Walker #GopDebates",Negative
8935,FREEDOM is NOT FREE...and we MUST FIGHT for it EVERYDAY--@RealBenCarson  #GOPDebates #AfroWays #RandomThoughts #SoriyanChats,Neutral
8936,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
8937,"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",Negative
8938,"""I'll be my best to do that"" #GOPDebates",Positive
8939,RT @AC360: #Trump took on opponents in #GOPDebate. This is how he took on celeb opponents in public feuds http://t.co/3fPXjvf7w9 http://t.c…,Neutral
8940,Your #GOPDEBATE tweets are very entertaining.  https://t.co/VcwWvWtqvV,Positive
8941,#Kasich #Bush #Trump but Donald's numbers are going to slip. #GOPDebates  https://t.co/MXWrthApwk,Negative
8942,Trump's the drunk guy no one wants at the party #GOPDebate,Negative
8943,This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Negative
8944,Here's why it was so frustrating to watch the #GOPDebate as a woman http://t.co/fh5XBOqW87 via @HuffPostWomen,Negative
8945,"#GOPdebates Trump just evoked Reagan, hey why not? All republicans do to help their base",Negative
8946,"RT @SaintPetersblog: “I made a lot of money in Atlantic City,” is exactly what you want to hear come out of the mouth of a presidential can…",Negative
8947,RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? #GOPDebates #womensrights  #combover http://t.co/IS9GYB7P31,Negative
8948,"RT @Apathycase: So, Trump buys politicians, used bankruptcy to his advantage, skirted laws for money, and admitted to wanting single payer …",Negative
8949,"He invokes his questions by his own remarks, however. I don't think reporters should coddle anyone. #GOPDebate  https://t.co/oajsAadEYy",Neutral
8950,RT @DUhockeyFan: Please raise your hand if Bill Clinton asked you to run for President! #GOPDebate #Trump http://t.co/eoVl8KL0FR,Neutral
8951,@megynkelly Stop framing your questions as an attack. Sound like a liberal. #GOPDebates,Negative
8952,Will Ben Carson get the same-sex marriage question? #GOPDebates,Negative
8953,One topic the #GOPDebates won't touch tonight: police brutality in the U.S.  Keep slingin' that mud on Hillary fellas,Negative
8954,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
8955,RT @_mattybswag: I honestly think that Key Club candidates are more well-spoken than some of these. #GOPDebate,Negative
8956,RT @SupermanHotMale: FEEL THE BERN @SenSanders : ) #GopDebates,Neutral
8957,Listening to the candidates. #GOPDebates,Neutral
8958,RT @DabneyPorte: Ohhhh #BenCarson. Your honesty and beautiful soul make us love you #gopdebate,Positive
8959,RT @JoshuaPStarr: Pre-NCLB there was little to no accountability for terrible results and enormous gaps. #gopdebate,Negative
8960,RT @SupermanHotMale: NO MORE BUSHS... FUCK YOU JEB #GopDebates,Negative
8961,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
8962,RT @CrissGhoul: YOU ARE NOT PRO LIFE. YOU ARE PRO CONTROL. YOU ARE PRO RELIGION. YOU ARE PRO YOU.  THIS IS NEVER ABOUT THE MOTHER. #GOPDeba…,Negative
8963,#GOPDebate so which presidential candidate stuck their thing into the presidential electric sharpener,Negative
8964,I'm pretty sure Donald trump just said that he couldn't be held responsible for what he says in social media #GOPDebate,Negative
8965,"RT @RickSantorum: ""I'm going to take a blowtorch to the I.R.S."" -@RickSantorum #GOPDebate",Neutral
8966,RT @LaurenSivan: Twitter is full of #GOPDebate hair jokes. Who says there isn't gender equality? 💁🏽,Neutral
8967,RT @mKheywood: Kaisch tanked. At one point he was justifying his government expansion in Ohio. Sounds Union-ish #GOPDebate,Negative
8968,"RT @cat_1012000: Thanks @FoxTV for holding the #GOPDebates Now millions of people KNOW you're no better or balanced then MSN, ABC, CBS... #…",Negative
8969,"lol! Of course you do.   RT""@sallykohn: I think @megynkelly won #GOPDebate!"" #tcot",Negative
8970,Wow #Trump you've taking advantage of the laws in the country you want to run? So you're an honest man? #GOPDebates #Republicandebate,Positive
8971,"When #CarlyFiorina is your leading candidate out of #GOPDebate #I, I say ""good luck to you, men"". #Hillary2016 #GirlsRule",Negative
8972,RT @lindacohn: Trump showed he didn't belong but did GOP a favor. Better ratings &amp; he brought out personalities and ideas of other candidat…,Positive
8973,RT @FreedomTexasMom: My LOVE for @megynkelly died tonight at the #GOPDebate #FoxNews #TrumpCruz2016 #MakeAmericaGreatAgain,Negative
8974,The 3 Most and Least Libertarian Moments of The First #GOPDebate #StandWith Rand http://t.co/K8ZX2dJwrB,Neutral
8975,"RT @jamiaw: ""The purpose of the military is to kill people and break things""-Mike Huckabee #GOPDebates #KKKorGOP",Negative
8976,No he's lying-demagogues do. #Huckster #GOPDebates  https://t.co/z3WecnOXHQ,Neutral
8977,I'm sorry but Trump was a total joke tonight. He took away valuable time from the other candidates. #GOPDebates,Negative
8978,RT @kayleymelissa: #GOPDebate is like the trial from The Unbreakable Kimmy Schmidt and Donald Trump is Jon Hamm's Richard Wayne Gary Wayne.,Negative
8979,"RT @scrowder: Again, Trump with no substantiated answer. Just ""people do things because I give them money and stuff""  #GOPDebate",Negative
8980,"Caron's half a brain line was killer. There was some good zingers tonight, and overall, fairly civil. #GOPDebates",Positive
8981,RT @SanahBanana: Well. Nothing more really needs to be said. #GOPDebate http://t.co/FuBcs0tRZl,Negative
8982,Advice to each GOP candidate in order of how I think they finished 10th place Jeb Bush Get a pulse in a hurry #gopdebate #tcot #p2,Neutral
8983,"#gopdebates Carson, that is what W Bush Did!",Neutral
8984,"RT @SalMasekela: Senator Cruz, any word from God? Just spit out my tequila. Damn you Megyn Kelly, it was the expensive kind. #GOPDebates",Negative
8985,RT @DanScavino: #FoxNews #SanDiego - @realDonaldTrump clearly won the #GOPDebate. cc; @megynkelly @BretBaier http://t.co/Wvr3QHAmrH,Positive
8986,"RT @ChuckNellis: I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",Negative
8987,"RT @Rob_guillory: Gotta say when Chris Christie said his first act as President would be to rename Washington DC ""Suplex City, USA"", he won…",Positive
8988,"Seems appropriate to share my latest blog post tonight ""My Prayer for Conservatives (and Liberals!) #GOPDebates http://t.co/e00x4q7btV",Neutral
8989,"IF the election were today &amp; I had to vote, based on last night's #GOPDebate my vote for POTUS would be @tedcruz . Bold Christians are rare!",Positive
8990,"RT @T0H0DAD: By far the most professional candidate is #TedCruz!
#GOPDebates",Positive
8991,Second spin room getting ready! #GOPdebates http://t.co/DCS6I6tfdN,Neutral
8992,"""The minority community"" - guess who said it, #GOPDebate",Negative
8993,"RT @guypbenson: Good Rubio answer on immigration, invoking unfairness of system to those who play by the rules. #GOPDebate",Positive
8994,@vlanda Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube,Negative
8995,"Why is everyone so against Common Core? But, we were ok with No Child Left Behind from Bush 43? #GOPDebate",Negative
8996,"The Master of Useful Humor

#gopdebate #imwithhuck #gop #ccot #teaparty #tcot #makedclisten #wethepeople #uniteright
http://t.co/DmWCGGCwmy",Positive
8997,"RT @FoxNews: .@JebBush: As governor of Florida, I defunded #PlannedParenthood. I created a culture of life in our state #GOPDebate http://t…",Positive
8998,RT @IanGaryTweets: This is real life. These people are running for the most powerful office in the world. #GOPDebates http://t.co/LG74nHDeTw,Negative
8999,Did you notice on the GOD question they avoided saying they actually talk to god and have conversations being more general. #GOPdebate,Neutral
9000,Summer has been fun and I'm not quite sure of how I feel about the fact that it is AUGUST. The politics and the #GOPDebate  makes it worse󾌠󾌧,Negative
9001,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,Neutral
9002,RT @Roxsett27573: Why is #outnumbered trying to make the #GOPDebate more exciting than it was? @foxnews has all shows promoting the weak de…,Negative
9003,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
9004,Instagram: gaydayslosangeles #gopdebate 😂😂😂 gurrlll!! http://t.co/5xsVTuyimP http://t.co/2IrXUpIXKe,Neutral
9005,RT @RWSurferGirl: Why should @realDonaldTrump pledge support to the GOP when the establishment sold out to Obama? #GOPDebate  #GOPDebates 🇺🇸,Negative
9006,"#GOPDebate  best one I've ever seen.  tactful, informative, little humor",Positive
9007,RT @robportman: Congratulations to @ChairmanBorges @katieeagan &amp; the entire @ohiogop for all their hard work on last night's #GOPDebate!,Positive
9008,Republicans are turning on Fox News and it is AWESOME!!!! #GOPDebate,Positive
9009,@FoxNews the #GOPdebates made me want to vote for Trump as a 3rd party candidate and I don't even like Trump #outnumbered,Negative
9010,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
9011,Winners at the G.O.P. Debate Did Not Include Bush and Trump - http://t.co/OMe5bnryJm #GOPDebate #UniteBlue2016 http://t.co/dmHZLKVobs,Neutral
9012,RT @ThePatriot143: Let me help @FoxNews they wanted proof from Trump RE: Illegal Mexican Criminals #GOPDebate http://t.co/6yqBHhngsE http:/…,Negative
9013,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
9014,I'm glad trump shut down four failing biz. He didn't borrow 19 trillion to keep them afloat and enslave his children's children #GOPDebate,Positive
9015,The #GOPDebate’s Biggest Winners–And Losers http://t.co/GLeQq6GWGF,Neutral
9016,"For Whom the Bells Toll? 
*
The Million Dollar Question! #GOPDebate",Neutral
9017,"Hands up who won the #GOPDebate polls show @realDonaldTrump to increase his lead after win,America trusts #Trump2016 http://t.co/GKa0V49AlB",Positive
9018,#GOPDebate @ScottWalker looks gormless. I don't know but he reminds me of the kind of guys I avoid trying to hit on me in bars! #GOPDebates,Negative
9019,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
9020,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9021,RT @kimguilfoyle: Two great debates! Who were your favorites? Let me know your thoughts #GOPDebates #RoadTo2016,Positive
9022,"RT @catie__warren: ""Pack your swimsuit, Billy. Mama is taking you to the White House."" #GOPDebate http://t.co/6t2PWpyiX1",Neutral
9023,"RT @monaeltahawy: Women should start protesting #GOPDebates misogyny with ""Stay out of my vagina unless I want you in there!"" placards. (I …",Negative
9024,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Positive
9025,RT @jsc1835: #GOPDebates  I'd like to see this bunch of losers work a construction until they're 70 years old.  #Delusional,Negative
9026,#GOPDebate  I think Megyn Kelly succeeded in her primary goal last night.  People are talking about her today. #FoxDebate  #FOXNEWSDEBATE,Positive
9027,How can you say that but demonize abortion &amp; gay rights?? Oh &amp; say God speaks to you? But let's blow everything up #GOPdebate,Negative
9028,I thought @megynkelly did an awesome job at the #GOPDebate personally,Positive
9029,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
9030,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, 🇺🇸 #GOPDebate  #G…",Negative
9031,This is the lamest 10 man cage match in WWE history! #GOPDebates,Negative
9032,Moments from #GOPDebates - God and nothing else comes close.,Neutral
9033,"RT @NewJusticeDept: The #GOPDebate: 10 (7 are white) men talking about ""making America great again."" 

What part of history we going back t…",Negative
9034,#GOPDebate @RandPaul so when 'the government tries to invade the church' there's an issue but not when religion invades politics?,Negative
9035,"My personal view on this guy! 
#GOPDebate #sorrynotsorry @FoxNews http://t.co/1alj9CpiCg",Negative
9036,RT @mjtbaum: GOD is making an appearance at the #GOPDebate? This should be good...,Positive
9037,@GMA Who won the #GOPDebate? The #DemocraticParty won last nights GOP debate.,Negative
9038,Glenn Beck is saying Rand is a big winner in the #GOPDebate and Christie is a big loser. #StandWithRand #GetAWarrant  @RandPaul,Positive
9039,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
9040,Fact checking is always my favorite part of the debates! Do most presume politicians' words are truthful? Scary. #GOPDebate,Negative
9041,"Key takeaways from the #GOP 's second-stage White House debate

http://t.co/D7lF5hPWFy #GOPDebate",Neutral
9042,RT @jjauthor: The policies of Barack Obama have managed to provide neither peace nor prosperity! #GOPDebate @realDonaldTrump @tedcruz,Negative
9043,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain,Positive
9044,Clown show. #GOPDebate http://t.co/uyWu9jQcEx,Negative
9045,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
9046,"That @FoxNews is so left wing, I'm going to switch to the fair &amp; balanced MSNBC. #GOPDebate",Negative
9047,RT @mitchellreports: Back in DC for #AMR on @msnbc today &amp; post #GOPdebate talk w/ @TheFix @capehartj @kellyo @katyturnbc at noon ET,Neutral
9048,RT @RWSurferGirl: Fox News is obviously trying to influence the makeup of the Republican field. 🇺🇸  #GOPDebate  #GOPDebates,Negative
9049,RT @jfreewright: God's making an appearance? Cool! #GOPDebate,Neutral
9050,"RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate",Negative
9051,#GOPDebate #Trump is Breaking Records! So what he's not a polished Politician. Makes me love him even more.  https://t.co/TgOwCHxf3x,Positive
9052,"RT @patriotmom61: Carly Fiorina is open to legal status for adult illegal immigrants, citizenship for their kids http://t.co/QCYtvoCrxq #GO…",Neutral
9053,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9054,What if Donald Trump has been a liberal this whole time and he's just running to prove how stupid the GOP is? #GOPDebate,Negative
9055,RT @RWSurferGirl: The candidates don't have to attack @realDonaldTrump Fox is doing it for them by stoping him from speaking. 🇺🇸 #GOPDebate…,Negative
9056,"RT @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB",Positive
9057,RT @Marnus3: The perfect remedy for a #GOPDebate hangover is to #FF @pharris830 @mharvey816  @comebackdecade  @GlenThePlumber  @RFSchatten,Neutral
9058,"RT @LoganMBooker: I wish to god one of the moderators would ask these dudes about the #UGA quarterback battle. 
#GOPDebate",Negative
9059,RT @msgoddessrises: 😂😂😂😂 Drink!!! #Trump #GOPDebates  https://t.co/Az9GUGMCGU,Positive
9060,"Remember how @ChrisChristie called Rand's tireless defense of the #4thAmendment ""blowing hot air?"" #GOPDebate",Neutral
9061,"RT @marymauldin: Hey @FoxNews ! How absolutely fearful are you of @SenTedCruz ? 

I'm LOL at how you refuse to ask him questions!
#GOPDebat…",Negative
9062,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",Positive
9063,RT @_Darling_Nikki: 😂 RT @SupermanHotMale Little bitch fight alert ---&gt; : D #GopDebates http://t.co/13q9KKoaSX,Negative
9064,Does anyone really want the same guy who runs Miss Universe to also run this country? Yikes. #GOPDebate,Negative
9065,"Attention Jeb, Christie, and Kasich. https://t.co/2dVRcRJMPx #GOPDebate",Neutral
9066,"@USFree4life I thought @seanhannity had the best post #GOPDebate interviews of the night, gave them all a chance 2straighten their position.",Positive
9067,Best thing about last night's #GOPDebate? Following along w @latinovictoryus hashtag #LatinosListen. Gr8 comments by engaged Latino voters.,Positive
9068,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Negative
9069,http://t.co/BJqhGPPpHY scared when lib news media likes #foxnews #gopdebate,Neutral
9070,@megynkelly Your Fox team talked for 31 minutes of #GOPDebate while Walker talked for 5. Your obvious goal was to ambush everyone. Pathetic.,Negative
9071,RT @LeahDaughtry: I see Trump didn't bother with a new hairstylist.  #GOPDebates,Negative
9072,"RT @larryelder: Trump SHOULD have said, ""If that's how you wish to begin, ask these gentlemen will THEY support ME when I win the nominatio…",Neutral
9073,RT @Wilberforce91: One of my favorite things about the #GOPDebates is how many of these candidates I've seen in person. Thanks @LibertyU &amp; …,Positive
9074,RT @lexi4prez: Drinking game: take a shot every time a republican shames immigration or planned parenthood #GOPDebate,Negative
9075,"RT @RWSurferGirl: @tedcruz and @realDonaldTrump need to take control of this debate,  they can do it, 🇺🇸 #GOPDebate  #GOPDebates",Positive
9076,"""The disaster is that we forgot that we have a military"" yes, just yes #GOPDebates",Negative
9077,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
9078,Great #GOPDebate analysis from @SWGoldman: http://t.co/DfPImpxSAv,Positive
9079,"Did I miss the questions and answers about our infrastructure?  The gov't CAN create jobs, and help the economy but R's say no !! #GOPDebate",Neutral
9080,RT @Swoldemort: Was anyone else expecting Trump to say something super racist when he mentioned China and Japan? #GOPDebates,Negative
9081,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. 🇺🇸 #GOPDebates  #GOPDebates,Negative
9082,RT @LeticiaEstrada: Did anyone see this last night #gopdebate #trump https://t.co/aU20dYdoWh,Neutral
9083,RT @RWSurferGirl: Is it just me or does anyone else want to punch Chris Wallace in the face? #GOPDebate  #GOPDebates 🇺🇸,Negative
9084,I thought i was watching msnbc last night or TMZ not a presidential debate @FoxNews #GOPDebate,Negative
9085,RT @DMashak: Establishment's framing of Election 2016 begins w/ Republican Debate http://t.co/o4Frt2Fn4I @examinercom #Millennials #GOPDeba…,Neutral
9086,"RT @NTagouri: Some politicians are so obsessed w protecting rights of fetuses but care nothing about rights of ppl who are alive, strugglin…",Negative
9087,RT @RWSurferGirl: We the American people pick the next President of United States not FOX News 🇺🇸 #GOPDebate  #GOPDebates,Negative
9088,Robert Costa / David Weigel breaking down the #GOPdebate in this neat presentation by @Tan_Shelly  @SethBlanchard http://t.co/hGTwHlqIDL,Neutral
9089,@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.,Positive
9090,RT @monaeltahawy: TwitterLand: has God spoken to you about the #GOPDebates? What did she say?,Neutral
9091,Traditional marriage #GOPDebates http://t.co/fTpNi3Oo2Z,Neutral
9092,"RT @LindaSuhler: Jeb Stands By ""Act of Love""; Comments and Earned Legal Status [BOO]
#NoAmnesty
http://t.co/hImScrVikr
#GOPDebates",Neutral
9093,RT @RWSurferGirl: You would never know @realDonaldTrump  is the frontrunner from watching this debate. 🇺🇸 #GOPDebate  #GOPDebates,Positive
9094,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead 🇺🇸 #GOPD…,Negative
9095,"RT @RWSurferGirl: It is very disappointing that Fox News is not conducting a ""Fair &amp; Balanced"" Debate. 🇺🇸 #GOPDebate  #GOPDebates",Negative
9096,#GOPDebate #DonaldTrump all the way. Time to fix Obama's mess.,Positive
9097,Awepra_com: Trump says men wear Trump https://t.co/s9KhGsPVLe #GOPDebate #Trump #Trump2016 #DonaldTrump #Trumpdat… http://t.co/AuhlNZa3Ww,Neutral
9098,"RT @CJsucitymvp: ""but i don't wanna eat my vegetables"" RT @Lizzs_Lockeroom #GOPDebate http://t.co/N34sUH0qho",Negative
9099,"So, this tweet was way funny. #GOPDebate #womenshealth #ItsNot1954 http://t.co/rSPZlJIWjg",Negative
9100,#GOPDebate: We gave each Republican presidential candidate a theme song http://t.co/DZjpdUaFlm,Neutral
9101,"RT @maggieserota: ""Any word from God?"" is an actual question being posed to a group of grownups. #GOPDebate",Neutral
9102,"""@MykaNow RT Bothers me when those runnin for President cannot respect even the office enough to call him President Obama.
#GOPDebate #Fail""",Neutral
9103,"#GOPDebate ""When the guy from Hillbillyville Kentucky @RandPaulSenate pointed at the fat guy @ChrisChistie for huggin' the Black guy."" LOL !",Negative
9104,"Hey Mike Huckabee, Leave Prostitutes alone, you are one also... #GopDebates",Negative
9105,"RT @SupermanHotMale: Hey #GopDebates, Ronald Reagan has no relationship to you assholes, he pardoned millions of mexican americans #BOOM",Negative
9106,RT @JuliaWeingarden: That whole question about God was extremely inappropriate. I guess in the world of Fox News only Christians can have a…,Negative
9107,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
9108,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,Negative
9109,"RT @AmandaWills: Personally, this was my favorite moment from last night. #GOPDebate http://t.co/AIvDiPqw5r",Positive
9110,"@DWStweets the only word that you could come up with to sum the #GOPDebate was ""Misogyny"" ....seriously?? #BYE",Negative
9111,"Carson is very witty, articulate and not too unlikable. Deserves much better poll ratings, but won't make it past New Hampshire #GOPDebates",Positive
9112,@HillaryClinton watched the #GOPDebate with the #Kardashians   #usa #doomed #birdbrain,Negative
9113,RT @SheanWOW: 😩RT @Rik_FIair: X___X RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/d3wg…,Neutral
9114,RT @JamieFord: #GOPDebate #StraightOutta HT - @Ericheidle for the mash-up of the night. http://t.co/EXoqhIBxH9,Neutral
9115,"RT @shannonrwatts: Thanks to #NRA influence, Congress slashed CDC funding for gun violence research #GOPDebate #gunsense",Negative
9116,#ChrisChristie and #CarlyFiorina what a team they'd make! #GOPDebate #Election2016,Positive
9117,RT @DonnieWahlberg: Enjoyed the #GOPDebates and am looking forward to the #DemocraticDebates next.,Positive
9118,"RT @revteapain: Final question: ""Whose the Jesus-isest?""  #GOPDebate",Neutral
9119,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9120,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9121,"RT @mrmilianspeaks: Dear Republicans

If you grew up broker than everyone else then why do you hate the poor so much?

#KKKorGOP  #GOPDebate",Negative
9122,"Not only is Carson disqualified, I'm not sure I'd go to him if I had a brain tumor #GOPDebates",Negative
9123,"RT @Lrihendry: #TedCruz As President, I will always tell the truth, and do what I said I would do.  #GOPDebates",Positive
9124,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
9125,Unborn can't yet speak but have more rights #GOPDebates,Neutral
9126,Surrounding herself with #LowInformationVoters: #HillaryClinton spent the #GOPdebate with KimKardashian&amp;KanyeWest   http://t.co/Rt0ANpZ6Bx,Neutral
9127,"Trump Capitalizes on Opportunities to Speak. Trump got most time; Paul got least. #GOPDebate 
http://t.co/r1ecwvfKTO http://t.co/HrCkyXvtR2",Neutral
9128,"RT @SupermanHotMale: I lived here in Florida for 8 years under Jeb w bush and I swear, no more... #GopDebates",Negative
9129,"RT @wendmyoung: Not one clown on that stage of idiots last night, can match PBO's accomplishments #GOPDebate #voteblue2016 http://t.co/xocS…",Negative
9130,"Fox News was second rate last night. ""Fair and Balanced"" needs to be replaced with ""Agendas and Pandering"" Terrible job Fox! #GOPDebate",Negative
9131,RT @RWSurferGirl: Why doesn't Chris Wallace ask the other politicans about their finances and where their money comes from? 🇺🇸 #GOPDebate  …,Negative
9132,#GOPdebate was just a bunch of non-answers and one liners. How is the public supposed to be informed and vote responsibly with this crap?,Negative
9133,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Positive
9134,"RT @GOPrincess: BEN CARSON:  Hillary counts on the fact that people are uninformed.  

#GOPdebate. #whatDifferenceDoesItMake",Negative
9135,"RT @larryelder: Trump should have said, ""Megyn, ask these nine candidates, if they plan to support ME when I win the nomination.""
#GOPDebat…",Negative
9136,"RT @RWSurferGirl: I'd really like to see how long each candidate was given to speak.  It didn't seem ""Fair &amp; Balanced"" at all. 🇺🇸 #GOPDebat…",Negative
9137,RT @RWSurferGirl: I need to order another green apple martini to process what the hell just happened. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9138,"RT @cenkuygur: Love it. Fox News found the one young, black Republican on Facebook! #GOPDebate",Positive
9139,Winners of #GOPDebate Sen. @MarcoRubio &amp; Former @HP CEO @CarlyFiorina by far best Republican Presidential Candidates http://t.co/v9QDpMpkK4,Positive
9140,Here Are 21 Policy Highlights From the First 2016 Republican Debate #GOPDebate http://t.co/WaiUi1ijR7 via @nataliejohnsonn @DailySignal,Neutral
9141,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. 🇺🇸 #GOPDebate  #GOPDebates,Negative
9142,Chris Christie more like Chris Please Stop Supporting the NSA #GOPDebates,Negative
9143,RT @danamlancaster: Big fail last night for the digital arm of @FoxNews. http://t.co/k2c6axrECL #GOPDebate,Negative
9144,Why's #Hillary the #clearchoice for #Dems? No one can explain her vision for the next 4 years?  But yet she's the clear choice? #GOPDebate,Neutral
9145,RT @TheJennaBee: Rand Paul's hair will be sold as calamari after the debate. #GOPDebates,Neutral
9146,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,Neutral
9147,@BernieSanders @ScottWalker that man did not say one intelligent thing. I mean... None of them did. #BernieSanders #GOPDebate #FeelTheBern,Negative
9148,"RT @SninkyPoo: .@SpeakerBoehner It's time to evolve on #climatechange sir! https://t.co/p9fKQuZmj8

(Yes, #evolution is real, too.  ;-)

#G…",Negative
9149,Fix New Jersey first @ChrisChristie #GOPDebates,Negative
9150,"#GOPDebates I wish that they could be done while the candidates were connected to lie detectors, or maybe by scientologists lol",Negative
9151,RT @erinmallorylong: No *I* hate Planned Parenthood and women more! NO I HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate,Negative
